Index	Entry	Entry.name	Protein.names	Gene.names
386963	A6V1R8	RNT_PSEA7	Ribonuclease T (EC 3.1.13.-) (Exoribonuclease T) (RNase T)	rnt PSPA7_1619
328868	A6V1R9	PYRC_PSEA7	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC PSPA7_1620
29690	A6V1S1	ASSY_PSEA7	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG PSPA7_1622
121516	A6V1T4	ETCE_PSEA7	Electron transport complex subunit E	PSPA7_1635
121457	A6V1T6	ETCD_PSEA7	Electron transport complex subunit D	PSPA7_1637
121365	A6V1T8	ETCB_PSEA7	Electron transport complex subunit B	PSPA7_1639
121297	A6V1T9	ETCA_PSEA7	Electron transport complex subunit A	PSPA7_1640
453707	A6V1U3	SYM_PSEA7	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG PSPA7_1644
91616	A6V1U5	DCD_PSEA7	dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase)	dcd PSPA7_1646
225940	A6V1V5	MAO1_PSEA7	NAD-dependent malic enzyme (NAD-ME) (EC 1.1.1.38)	maeA PSPA7_1656
515822	A6V1W3	Y1664_PSEA7	UPF0270 protein PSPA7_1664	PSPA7_1664
240279	A6V1X0	MNMC_PSEA7	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	mnmC PSPA7_1671
515898	A6V1X3	Y1674_PSEA7	UPF0502 protein PSPA7_1674	PSPA7_1674
301174	A6V255	PHNN_PSEA7	Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)	phnN PSPA7_1756
15212	A6V262	AMIE_PSEA7	Aliphatic amidase (EC 3.5.1.4) (Acylamide amidohydrolase)	amiE PSPA7_1764
425968	A6V271	SDHD_PSEA7	Probable D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)	dsdA PSPA7_1773
176121	A6V291	HLDD_PSEA7	ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME)	hldD PSPA7_1793
517070	A6V2E4	Y1846_PSEA7	UPF0060 membrane protein PSPA7_1846	PSPA7_1846
339072	A6V2F6	RDGC_PSEA7	Recombination-associated protein RdgC	rdgC PSPA7_1858
18447	A6V2H4	APEB_PSEA7	Probable M18 family aminopeptidase 2 (EC 3.4.11.-)	apeB PSPA7_1878
237870	A6V2H6	MINE_PSEA7	Cell division topological specificity factor	minE PSPA7_1880
237512	A6V2H8	MINC_PSEA7	Probable septum site-determining protein MinC	minC PSPA7_1882
536996	A6V2M1	YCIB_PSEA7	Probable intracellular septation protein A	PSPA7_1925
150329	A6V2N1	GLK_PSEA7	Glucokinase (EC 2.7.1.2) (Glucose kinase)	glk PSPA7_1935
182906	A6V2Q0	HUTG_PSEA7	Formimidoylglutamase (EC 3.5.3.8) (Formiminoglutamase) (Formiminoglutamate hydrolase)	hutG PSPA7_1954
489013	A6V2Q4	UBIG_PSEA7	Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64)	ubiG PSPA7_1958
249691	A6V2Q6	MTNA_PSEA7	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase)	mtnA PSPA7_1960
429522	A6V2Q8	SERC_PSEA7	Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT)	serC PSPA7_1962
201691	A6V2R2	KCY_PSEA7	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk PSPA7_1966
189354	A6V2R4	IHFB_PSEA7	Integration host factor subunit beta (IHF-beta)	ihfB himD PSPA7_1968
448666	A6V2T9	SYE_PSEA7	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX PSPA7_1994
212760	A6V2V3	LEUC_PSEA7	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC PSPA7_2012
213288	A6V2V4	LEUD_PSEA7	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD PSPA7_2013
480506	A6V2W1	TRPF_PSEA7	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	trpF PSPA7_2020
5584	A6V2W2	ACCD_PSEA7	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 6.4.1.2)	accD PSPA7_2021
259690	A6V2Y8	NADK_PSEA7	NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)	nadK PSPA7_2050
329402	A6V325	PYRD_PSEA7	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD PSPA7_2087
381484	A6V328	RLMKL_PSEA7	Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 methyltransferase (EC 2.1.1.173) (rRNA (guanine-N(2)-)-methyltransferase RlmL); 23S rRNA m7G2069 methyltransferase (EC 2.1.1.264) (rRNA (guanine-N(7)-)-methyltransferase RlmK)]	rlmL PSPA7_2090
97345	A6V333	DGTL2_PSEA7	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	PSPA7_2095
242895	A6V365	MOBA_PSEA7	Molybdenum cofactor guanylyltransferase (MoCo guanylyltransferase) (EC 2.7.7.77) (GTP:molybdopterin guanylyltransferase) (Mo-MPT guanylyltransferase) (Molybdopterin guanylyltransferase) (Molybdopterin-guanine dinucleotide synthase) (MGD synthase)	mobA PSPA7_2128
126875	A6V382	FADB_PSEA7	Fatty acid oxidation complex subunit alpha [Includes: Enoyl-CoA hydratase/Delta(3)-cis-Delta(2)-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)]	fadB PSPA7_2145
126774	A6V383	FADA_PSEA7	3-ketoacyl-CoA thiolase (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Fatty acid oxidation complex subunit beta)	fadA PSPA7_2146
213814	A6V389	LEXA_PSEA7	LexA repressor (EC 3.4.21.88)	lexA PSPA7_2152
271095	A6V398	NQRB_PSEA7	Na(+)-translocating NADH-quinone reductase subunit B (Na(+)-NQR subunit B) (Na(+)-translocating NQR subunit B) (EC 1.6.5.8) (NQR complex subunit B) (NQR-1 subunit B)	nqrB PSPA7_2161
271155	A6V3A0	NQRD_PSEA7	Na(+)-translocating NADH-quinone reductase subunit D (Na(+)-NQR subunit D) (Na(+)-translocating NQR subunit D) (EC 1.6.5.8) (NQR complex subunit D) (NQR-1 subunit D)	nqrD PSPA7_2163
271249	A6V3A1	NQRE_PSEA7	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 1.6.5.8) (NQR complex subunit E) (NQR-1 subunit E)	nqrE PSPA7_2164
271313	A6V3A2	NQRF_PSEA7	Na(+)-translocating NADH-quinone reductase subunit F (Na(+)-NQR subunit F) (Na(+)-translocating NQR subunit F) (EC 1.6.5.8) (NQR complex subunit F) (NQR-1 subunit F)	nqrF PSPA7_2165
442380	A6V3A6	STHA_PSEA7	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA PSPA7_2169
221011	A6V3B7	LPXK_PSEA7	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK PSPA7_2180
518980	A6V3B8	Y2181_PSEA7	UPF0434 protein PSPA7_2181	PSPA7_2181
203307	A6V3B9	KDSB_PSEA7	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB PSPA7_2182
370686	A6V3C8	RL32_PSEA7	50S ribosomal protein L32	rpmF PSPA7_2191
305090	A6V3C9	PLSX_PSEA7	Phosphate acyltransferase (EC 2.3.1.n2) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX PSPA7_2192
207420	A6V3D6	KTHY_PSEA7	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk PSPA7_2199
125993	A6V3E8	FABV_PSEA7	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (EC 1.3.1.9)	fabV PSPA7_2211
53128	A6V3I3	CBID_PSEA7	Cobalt-precorrin-5B C(1)-methyltransferase (EC 2.1.1.195) (Cobalt-precorrin-6A synthase)	cbiD PSPA7_2246
330400	A6V3L5	PYRF_PSEA7	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF PSPA7_2278
112834	A6V3N9	EFP_PSEA7	Elongation factor P (EF-P)	efp PSPA7_2304
474321	A6V3Q8	TPMT_PSEA7	Thiopurine S-methyltransferase (EC 2.1.1.67) (Thiopurine methyltransferase)	tpm PSPA7_2323
182476	A6V3R0	HTPX_PSEA7	Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)	htpX PSPA7_2325
247852	A6V3R3	MSRB_PSEA7	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB PSPA7_2328
334085	A6V3T3	QUEF_PSEA7	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF PSPA7_2351
460407	A6V3U3	TAL_PSEA7	Transaldolase (EC 2.2.1.2)	tal PSPA7_2361
457343	A6V485	SYT_PSEA7	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS PSPA7_2504
373108	A6V487	RL35_PSEA7	50S ribosomal protein L35	rpmI PSPA7_2506
361122	A6V488	RL20_PSEA7	50S ribosomal protein L20	rplT PSPA7_2507
449352	A6V489	SYFA_PSEA7	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS PSPA7_2508
189083	A6V491	IHFA_PSEA7	Integration host factor subunit alpha (IHF-alpha)	ihfA himA PSPA7_2510
279749	A6V4D9	NUOK_PSEA7	NADH-quinone oxidoreductase subunit K (EC 1.6.5.11) (NADH dehydrogenase I subunit K) (NDH-1 subunit K)	nuoK PSPA7_2560
279350	A6V4E1	NUOI_PSEA7	NADH-quinone oxidoreductase subunit I (EC 1.6.5.11) (NADH dehydrogenase I subunit I) (NDH-1 subunit I)	nuoI PSPA7_2562
279003	A6V4E2	NUOH_PSEA7	NADH-quinone oxidoreductase subunit H (EC 1.6.5.11) (NADH dehydrogenase I subunit H) (NDH-1 subunit H)	nuoH PSPA7_2563
278046	A6V4E7	NUOCD_PSEA7	NADH-quinone oxidoreductase subunit C/D (EC 1.6.5.11) (NADH dehydrogenase I subunit C/D) (NDH-1 subunit C/D)	nuoC nuoCD nuoD PSPA7_2568
277853	A6V4E8	NUOB_PSEA7	NADH-quinone oxidoreductase subunit B (EC 1.6.5.11) (NADH dehydrogenase I subunit B) (NDH-1 subunit B)	nuoB PSPA7_2569
277259	A6V4E9	NUOA1_PSEA7	NADH-quinone oxidoreductase subunit A 1 (EC 1.6.5.11) (NADH dehydrogenase I subunit A 1) (NDH-1 subunit A 1) (NUO1 1)	nuoA1 PSPA7_2570
170597	A6V4F9	HFLD_PSEA7	High frequency lysogenization protein HflD homolog	hflD PSPA7_2580
239922	A6V4G0	MNMA_PSEA7	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA PSPA7_2581
66517	A6V4G5	CLPS_PSEA7	ATP-dependent Clp protease adapter protein ClpS	clpS PSPA7_2586
186575	A6V4G7	IF1_PSEA7	Translation initiation factor IF-1	infA PSPA7_2588
31012	A6V4G8	ATE_PSEA7	Putative arginyl-tRNA--protein transferase (Arginyltransferase) (R-transferase) (EC 2.3.2.8)	ate PSPA7_2589
214172	A6V4G9	LFTR_PSEA7	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6) (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)	aat PSPA7_2590
217790	A6V4H3	LOLA_PSEA7	Outer-membrane lipoprotein carrier protein	lolA PSPA7_2594
456541	A6V4H5	SYS_PSEA7	Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	serS PSPA7_2596
86342	A6V4H6	CYSG_PSEA7	Siroheme synthase [Includes: Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM); Precorrin-2 dehydrogenase (EC 1.3.1.76); Sirohydrochlorin ferrochelatase (EC 4.99.1.4)]	cysG PSPA7_2597
496822	A6V4J2	UVRC_PSEA7	UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)	uvrC PSPA7_2614
460631	A6V4P3	TAM_PSEA7	Trans-aconitate 2-methyltransferase (EC 2.1.1.144)	tam PSPA7_2668
145503	A6V5Z4	GCS2_PSEA7	Putative glutamate--cysteine ligase 2 (EC 6.3.2.2) (Gamma-glutamylcysteine synthetase 2) (GCS 2) (Gamma-GCS 2)	PSPA7_3119
149289	A6V616	GLGA_PSEA7	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA PSPA7_3141
149610	A6V628	GLGB_PSEA7	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB PSPA7_3153
523013	A6V669	Y3193_PSEA7	UPF0317 protein PSPA7_3193	PSPA7_3193
208276	A6V681	KYNB_PSEA7	Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)	kynB PSPA7_3206
85446	A6V6B1	CYNS_PSEA7	Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase)	cynS PSPA7_3236
441524	A6V6C0	SSTT_PSEA7	Serine/threonine transporter SstT (Na(+)/serine-threonine symporter)	sstT PSPA7_3245
171168	A6V6F5	HGD_PSEA7	Homogentisate 1,2-dioxygenase (HGDO) (EC 1.13.11.5) (Homogentisate oxygenase) (Homogentisic acid oxidase) (Homogentisicase)	hmgA PSPA7_3280
523304	A6V6H6	Y3302_PSEA7	UPF0226 membrane protein PSPA7_3302	PSPA7_3302
311207	A6V6I1	PQQD_PSEA7	Coenzyme PQQ synthesis protein D (Pyrroloquinoline quinone biosynthesis protein D)	pqqD PSPA7_3306
311108	A6V6I3	PQQB_PSEA7	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)	pqqB PSPA7_3308
311061	A6V6I4	PQQA_PSEA7	Coenzyme PQQ synthesis protein A (Pyrroloquinoline quinone biosynthesis protein A)	pqqA PSPA7_3309
492319	A6V6L2	UPPP_PSEA7	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP PSPA7_3337
277268	A6V6S8	NUOA2_PSEA7	NADH-quinone oxidoreductase subunit A 2 (EC 1.6.5.11) (NADH dehydrogenase I subunit A 2) (NDH-1 subunit A 2) (NUO1 2)	nuoA2 PSPA7_3402
266254	A6V6X0	NFUA_PSEA7	Fe/S biogenesis protein NfuA	nfuA PSPA7_3445
523769	A6V6X8	Y3453_PSEA7	Probable RNA methyltransferase PSPA7_3453 (EC 2.1.1.-)	PSPA7_3453
276964	A6V6Z8	NUDC_PSEA7	NADH pyrophosphatase (EC 3.6.1.22)	nudC PSPA7_3472
266945	A6V701	NHAB_PSEA7	Na(+)/H(+) antiporter NhaB (Sodium/proton antiporter NhaB)	nhaB PSPA7_3477
385478	A6V705	RNH_PSEA7	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA PSPA7_3481
152613	A6V707	GLO2_PSEA7	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB PSPA7_3483
67052	A6V718	CLPX_PSEA7	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX PSPA7_3495
469067	A6V720	TIG_PSEA7	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	tig PSPA7_3497
135571	A6V726	FOLD_PSEA7	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD PSPA7_3507
446902	A6V727	SYC_PSEA7	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS PSPA7_3508
220691	A6V730	LPXH_PSEA7	UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.54) (UDP-2,3-diacylglucosamine diphosphatase)	lpxH PSPA7_3511
395230	A6V753	RRAAH_PSEA7	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.3) (Regulator of ribonuclease activity homolog) (RraA-like protein)	PSPA7_3534
250018	A6V7A6	MTNC_PSEA7	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase)	mtnC PSPA7_3587
250186	A6V7A7	MTND_PSEA7	Acireductone dioxygenase (1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase) (DHK-MTPene dioxygenase) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53)	mtnD PSPA7_3588
249928	A6V7A8	MTNB_PSEA7	Methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	mtnB PSPA7_3589
25983	A6V7B0	AROC_PSEA7	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC PSPA7_3591
170179	A6V7B8	HEMTB_PSEA7	Bacteriohemerythrin	PSPA7_3599
428631	A6V7E9	SELU_PSEA7	tRNA 2-selenouridine synthase (EC 2.9.1.-) (Selenophosphate-dependent tRNA 2-selenouridine synthase)	selU PSPA7_3629
153870	A6V7F4	GLSA_PSEA7	Glutaminase (EC 3.5.1.2)	glsA PSPA7_3635
157173	A6V7H8	GPDA_PSEA7	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA PSPA7_3659
125163	A6V7I3	FABA_PSEA7	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PSPA7_3664
182123	A6V7J7	HTPG_PSEA7	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)	htpG PSPA7_3678
443723	A6V7K5	SUCC_PSEA7	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PSPA7_3686
524645	A6V7S3	Y3754_PSEA7	UPF0345 protein PSPA7_3754	PSPA7_3754
484746	A6V7T5	TUSA_PSEA7	Sulfurtransferase TusA homolog (EC 2.8.1.-)	tusA PSPA7_3766
381652	A6V7T6	RLMM_PSEA7	Ribosomal RNA large subunit methyltransferase M (EC 2.1.1.186) (23S rRNA (cytidine2498-2'-O)-methyltransferase) (23S rRNA 2'-O-ribose methyltransferase RlmM)	rlmM PSPA7_3767
19472	A6V7V8	APT_PSEA7	Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)	apt PSPA7_3789
341790	A6V7W8	RECR_PSEA7	Recombination protein RecR	recR PSPA7_3799
103012	A6V7X3	DNLJ_PSEA7	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	ligA PSPA7_3804
551641	A6V7X4	ZIPA_PSEA7	Cell division protein ZipA	zipA PSPA7_3805
14409	A6V7Y9	ALLC_PSEA7	Probable allantoicase (EC 3.5.3.4) (Allantoate amidinohydrolase)	alc PSPA7_3820
14300	A6V7Z0	ALLA_PSEA7	Ureidoglycolate lyase (EC 4.3.2.3) (Ureidoglycolatase)	allA PSPA7_3821
55424	A6V817	CCME_PSEA7	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE cycJ PSPA7_3848
6210	A6V8H8	ACEK_PSEA7	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	aceK PSPA7_4009
294552	A6V8H9	PDXB_PSEA7	Erythronate-4-phosphate dehydrogenase (EC 1.1.1.290)	pdxB PSPA7_4010
85578	A6V8N8	CYOE2_PSEA7	Protoheme IX farnesyltransferase 2 (EC 2.5.1.-) (Heme B farnesyltransferase 2) (Heme O synthase 2)	cyoE2 PSPA7_4069
301328	A6V8P9	PHNX_PSEA7	Phosphonoacetaldehyde hydrolase (Phosphonatase) (EC 3.11.1.1) (Phosphonoacetaldehyde phosphonohydrolase)	phnX PSPA7_4080
525500	A6V8R1	Y4092_PSEA7	UPF0260 protein PSPA7_4092	PSPA7_4092
525507	A6V8R5	Y4096_PSEA7	YcgL domain-containing protein PSPA7_4096	PSPA7_4096
384244	A6V8R6	RND_PSEA7	Ribonuclease D (RNase D) (EC 3.1.13.5)	rnd PSPA7_4097
71559	A6V8S8	COBS_PSEA7	Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase)	cobS PSPA7_4108
71319	A6V8T2	COBQ_PSEA7	Cobyric acid synthase	cobQ PSPA7_4113
484210	A6V906	TTCA_PSEA7	tRNA 2-thiocytidine biosynthesis protein TtcA	ttcA PSPA7_4186
438505	A6V910	SPRT_PSEA7	Protein SprT	sprT PSPA7_4190
92081	A6V915	DCTA2_PSEA7	C4-dicarboxylate transport protein 2	dctA2 PSPA7_4196
261170	A6V924	NAPA_PSEA7	Periplasmic nitrate reductase (EC 1.7.99.4)	napA PSPA7_4205
89741	A6V936	DAPE_PSEA7	Succinyl-diaminopimelate desuccinylase (SDAP desuccinylase) (EC 3.5.1.18) (N-succinyl-LL-2,6-diaminoheptanedioate amidohydrolase)	dapE PSPA7_4217
133205	A6V990	FLIE_PSEA7	Flagellar hook-basal body complex protein FliE	fliE PSPA7_4271
132804	A6V9B1	FLGI_PSEA7	Flagellar P-ring protein (Basal body P-ring protein)	flgI PSPA7_4293
132621	A6V9B2	FLGH_PSEA7	Flagellar L-ring protein (Basal body L-ring protein)	flgH PSPA7_4294
294865	A6V9E9	PDXH_PSEA7	Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase)	pdxH PSPA7_4331
324708	A6V9K1	PUR7_PSEA7	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC PSPA7_4384
258494	A6V9L0	NADA_PSEA7	Quinolinate synthase A (EC 2.5.1.72)	nadA PSPA7_4393
264465	A6V9R6	NDPA_PSEA7	Nucleoid-associated protein PSPA7_4451	PSPA7_4451
333589	A6V9Z6	QUEC_PSEA7	7-cyano-7-deazaguanine synthase (EC 6.3.4.20) (7-cyano-7-carbaguanine synthase) (PreQ(0) synthase) (Queuosine biosynthesis protein QueC)	queC PSPA7_4532
420579	A6VA05	RUVB_PSEA7	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)	ruvB PSPA7_4541
419823	A6VA06	RUVA_PSEA7	Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)	ruvA PSPA7_4542
421192	A6VA07	RUVC_PSEA7	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC PSPA7_4543
526452	A6VA08	Y4544_PSEA7	Probable transcriptional regulatory protein PSPA7_4544	PSPA7_4544
433491	A6VA12	SLYX_PSEA7	Protein SlyX homolog	slyX PSPA7_4548
454804	A6VA16	SYP_PSEA7	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS PSPA7_4552
9523	A6VA18	ACYP_PSEA7	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	acyP PSPA7_4554
526488	A6VA22	Y4558_PSEA7	UPF0761 membrane protein PSPA7_4558	PSPA7_4558
104437	A6VA50	DPO4_PSEA7	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	dinB PSPA7_4587
207975	A6VA56	KUP_PSEA7	Probable potassium transport system protein kup	kup PSPA7_4594
348692	A6VA58	RIMO_PSEA7	Ribosomal protein S12 methylthiotransferase RimO (S12 MTTase) (S12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein S12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	rimO PSPA7_4596
446099	A6VA71	SYA_PSEA7	Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)	alaS PSPA7_4612
30337	A6VA73	ASTE_PSEA7	Succinylglutamate desuccinylase (EC 3.5.1.96)	astE PSPA7_4614
30032	A6VA75	ASTB_PSEA7	N-succinylarginine dihydrolase (EC 3.5.3.23)	astB PSPA7_4616
301901	A6VAA4	PHS_PSEA7	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	PSPA7_4645
526676	A6VAC0	Y4661_PSEA7	UPF0176 protein PSPA7_4661	PSPA7_4661
87070	A6VAD3	CYSZ_PSEA7	Sulfate transporter CysZ	cysZ PSPA7_4674
6696	A6VAE3	ACKA_PSEA7	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA PSPA7_4684
67992	A6VAK1	CMOA_PSEA7	Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-)	cmoA PSPA7_4744
68173	A6VAK2	CMOB_PSEA7	tRNA U34 carboxymethyltransferase (EC 2.5.1.-)	cmoB PSPA7_4745
295165	A6VAK3	PDXJ_PSEA7	Pyridoxine 5'-phosphate synthase (PNP synthase) (EC 2.6.99.2)	pdxJ PSPA7_4746
